primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,age
subbituminous,supercritical,60,2100,1759,37.93,11565425,18
subbituminous,supercritical,60,2200,1843,37.73,12117725,18
subbituminous,supercritical,60,2300,1926,37.55,12663450,18
subbituminous,supercritical,60,2400,2010,37.38,13215750,18
subbituminous,supercritical,60,2500,2094,37.21,13768050,18
subbituminous,supercritical,63,100,83.83,84.21,551182.25,19
subbituminous,supercritical,63,200,167.6,63.83,1101970,19
subbituminous,supercritical,63,300,251.3,56.01,1652297.5,19
subbituminous,supercritical,63,400,335.1,51.65,2203282.5,19
subbituminous,supercritical,63,500,418.8,48.80,2753610,19
subbituminous,supercritical,63,600,502.6,46.74,3304595,19
subbituminous,supercritical,63,700,586.3,45.17,3854922.5,19
subbituminous,supercritical,63,800,670.1,43.91,4405907.5,19
subbituminous,supercritical,63,900,753.8,42.87,4956235,19
subbituminous,supercritical,63,1000,837.6,41.98,5507220,19
