primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,bio-cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,capture_emission_rate_ton_h,biomass_emission_rate_ton_h,beccs_emission_rate_ton_h,beccs_annual_emission_ton,beccs_plant_LCOE_MWh,beccs_carbon_LCOE_MWh,beccs_LCOE_MWh
coal_biomass,supercritical,17,2000,1285.6,45.02,8452820,10,0.75,15,33.92,8.570666667,42.49066667,159.98,1092.76,-32.86,-216054.5,54.57004184,-0.219066667,54.35097517
coal_biomass,supercritical,17,2100,1349.6,44.75,8873620,10,0.75,15,33.72,8.568888889,42.28888889,167.94,1147.16,-34.5,-226837.5,54.24828452,-0.219047619,54.0292369
coal_biomass,supercritical,17,2200,1414.4,44.51,9299680,10,0.75,15,33.54,8.572121212,42.11212121,176.01,1202.24,-36.15,-237686.25,53.95870293,-0.219090909,53.73961202
coal_biomass,supercritical,17,2300,1478.4,44.28,9720480,10,0.75,15,33.36,8.570434783,41.93043478,183.97,1256.64,-37.79,-248469.25,53.66912134,-0.219072464,53.45004888
coal_biomass,supercritical,17,2400,1542.4,44.08,10141280,10,0.75,15,33.21,8.568888889,41.77888889,191.94,1311.04,-39.42,-259186.5,53.42780335,-0.219,53.20880335
coal_biomass,supercritical,17,2500,1607.2,43.88,10567340,10,0.75,15,33.06,8.571733333,41.63173333,200,1366.12,-41.08,-270101,53.18648536,-0.219093333,52.96739202
coal_biomass,supercritical,20,100,64.336,100.5,423009.2,10,0.75,15,75.72,8.578133333,84.29813333,8.01,54.6856,-1.6404,-10785.63,121.8173222,-0.21872,121.5986022
coal_biomass,supercritical,20,200,128.64,76.89,845808,10,0.75,15,57.93,8.576,66.506,16.01,109.344,-3.286,-21605.45,93.19700837,-0.219066667,92.9779417
coal_biomass,supercritical,20,300,192.88,67.56,1268186,10,0.75,15,50.9,8.572444444,59.47244444,24,163.948,-4.932,-32427.9,81.88723849,-0.2192,81.66803849
coal_biomass,supercritical,20,400,257.12,62.26,1690564,10,0.75,15,46.91,8.570666667,55.48066667,32,218.552,-6.568,-43184.6,75.46817992,-0.218933333,75.24924658
coal_biomass,supercritical,20,500,321.44,58.73,2113468,10,0.75,15,44.25,8.571733333,52.82173333,40,273.224,-8.216,-54020.2,71.18880753,-0.219093333,70.9697142
coal_biomass,supercritical,20,600,385.68,56.16,2535846,10,0.75,15,42.31,8.570666667,50.88066667,47.99,327.828,-9.862,-64842.65,68.06776151,-0.219155556,67.84860595
